age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
21552,Teen,Private,Some-college,Never-married,Sales,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
10521,Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Overtime Work,United-States,<=50K
4603,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
32856,Teen,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
12686,Middle-aged Adult,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
6885,Young Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
40879,Teen,Federal-gov,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
26305,Young Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,India,>50K
32568,Middle-aged Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,Reduced Full-time Work,United-States,>50K
32164,Young Adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
14123,Adult,Private,5th-6th,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
7337,Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,Heavy Overtime,United-States,>50K
23368,Middle-aged Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Standard Full-time Work,United-States,>50K
31225,Teen,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,Reduced Full-time Work,United-States,<=50K
47074,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
22975,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,<=50K
32399,Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
46024,Young Adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,Standard Full-time Work,Columbia,<=50K
46361,Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,Heavy Overtime,South,<=50K
7521,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,Standard Full-time Work,United-States,<=50K
15126,Teen,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,Part-time Work,United-States,<=50K
30257,Teen,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
365,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
13466,Adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
22947,Adult,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,Standard Full-time Work,United-States,>50K
26793,Teen,Private,10th,Never-married,Sales,Other-relative,White,Male,Reduced Full-time Work,United-States,<=50K
38085,Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
1243,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,>50K
3925,Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
13278,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
23521,Young Adult,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,United-States,<=50K
10417,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
30636,Teen,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
23216,Middle-aged Adult,Private,12th,Widowed,Machine-op-inspct,Unmarried,White,Female,Standard Full-time Work,Italy,<=50K
43110,Young Adult,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,Part-time Work,United-States,<=50K
14786,Young Adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
31003,Young Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Extended Work Hours,Iran,>50K
25329,Young Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Overtime Work,United-States,<=50K
3605,Teen,Private,10th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,Reduced Full-time Work,United-States,<=50K
25131,Adult,Self-emp-not-inc,9th,Divorced,Other-service,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
39542,Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,>50K
24435,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
44640,Adult,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
2129,Adult,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,<=50K
9387,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
43696,Teen,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
35558,Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Black,Female,Standard Full-time Work,United-States,<=50K
22774,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Reduced Full-time Work,Canada,<=50K
9143,Middle-aged Adult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,<=50K
30260,Young Adult,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
47684,Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Heavy Overtime,United-States,>50K
37962,Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
48017,Teen,Private,12th,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
10021,Adult,Private,11th,Separated,Adm-clerical,Unmarried,Black,Female,Reduced Full-time Work,United-States,<=50K
30885,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
38013,Teen,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
24215,Middle-aged Adult,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Heavy Overtime,United-States,<=50K
43428,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Overtime Work,United-States,<=50K
15073,Teen,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
19745,Adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,Overtime Work,United-States,>50K
13038,Middle-aged Adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Extended Work Hours,United-States,>50K
39702,Adult,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
25648,Young Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
31493,Young Adult,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
44518,Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Overtime Work,United-States,<=50K
18756,Teen,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,Part-time Work,United-States,<=50K
22279,Adult,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Standard Full-time Work,United-States,>50K
2215,Young Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
9526,Adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
6804,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
26760,Adult,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
33088,Adult,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
18547,Adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,Reduced Full-time Work,United-States,<=50K
42661,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,Part-time Work,United-States,<=50K
26865,Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
3507,Teen,Local-gov,Masters,Never-married,Protective-serv,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
11491,Young Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Heavy Overtime,United-States,<=50K
28423,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
3570,Young Adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
31303,Adult,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
18264,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,<=50K
25962,Teen,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
43126,Young Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
40343,Teen,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,Overtime Work,United-States,<=50K
14049,Adult,Private,Bachelors,Never-married,Other-service,Other-relative,White,Female,Standard Full-time Work,United-States,<=50K
5123,Young Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,Extended Work Hours,United-States,<=50K
21997,Young Adult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
27923,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
13558,Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extreme Overwork,United-States,>50K
41212,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
37664,Adult,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,Extended Work Hours,United-States,<=50K
12928,Young Adult,Local-gov,HS-grad,Divorced,Protective-serv,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
4883,Young Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
10381,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
22179,Adult,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
230,Young Adult,Private,11th,Separated,Transport-moving,Not-in-family,Black,Male,Standard Full-time Work,United-States,<=50K
33742,Adult,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,Reduced Full-time Work,United-States,>50K
9030,Elderly,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Part-time Work,United-States,<=50K
43570,Young Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
15991,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
26726,Middle-aged Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Extended Work Hours,United-States,>50K
12549,Teen,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
14538,Young Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Heavy Overtime,United-States,<=50K
1996,Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Overtime Work,United-States,>50K
27959,Young Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,<=50K
34324,Adult,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,Overtime Work,United-States,<=50K
12764,Young Adult,State-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
13168,Teen,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
6108,Teen,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
36502,Adult,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
40615,Middle-aged Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Reduced Full-time Work,Philippines,<=50K
46540,Middle-aged Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
41862,Adult,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,Extended Work Hours,United-States,<=50K
447,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,Standard Full-time Work,United-States,<=50K
17537,Teen,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Part-time Work,United-States,<=50K
32642,Teen,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
14474,Young Adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,Standard Full-time Work,United-States,>50K
31510,Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,Extended Work Hours,United-States,>50K
37326,Middle-aged Adult,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
22881,Young Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
33131,Young Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,<=50K
7683,Teen,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
26184,Teen,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,Part-time Work,United-States,<=50K
8275,Young Adult,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
9301,Teen,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
36521,Adult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
42599,Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
45268,Teen,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
31607,Young Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
12094,Adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
1670,Adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
1754,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Standard Full-time Work,United-States,>50K
